image_path,product_name,category,price,description,image_url
D:\FYP Project\fypapp\abo-images-small (1)\images\small\1f\1fb65e31.jpg,Mug Set,Dinnerware,49.99,A high-quality mug set — dinnerware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/1f/1fb65e31.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\4d\4d91ad6a.jpg,Dining Table,Tables,299.99,A high-quality dining table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/4d/4d91ad6a.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\52\523f8bef.jpg,Couch,Sofas,799.99,A high-quality couch — sofas product with excellent build quality and modern design.,/abo-images-small (1)/images/small/52/523f8bef.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\d1\d1083ff3.jpg,Coffee Maker,Appliances,129.99,A high-quality coffee maker — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/d1/d1083ff3.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\09\09085934.jpg,T-Shirt,Shirts,39.99,A high-quality t-shirt — shirts product with excellent build quality and modern design.,/abo-images-small (1)/images/small/09/09085934.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c3\c32910ca.jpg,Coffee Table,Tables,299.99,A high-quality coffee table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c3/c32910ca.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\45\45ed9156.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/45/45ed9156.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\fa\faa6970f.jpg,Android Tablet,Tablets,449.99,A high-quality android tablet — tablets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/fa/faa6970f.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\e2\e23064a1.jpg,Camping Tent,Outdoors,149.99,A high-quality camping tent — outdoors product with excellent build quality and modern design.,/abo-images-small (1)/images/small/e2/e23064a1.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\bd\bdba3314.jpg,Fitness Equipment,Sports,34.99,A high-quality fitness equipment — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/bd/bdba3314.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\92\9243369e.jpg,Desk,Tables,299.99,A high-quality desk — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/92/9243369e.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\cc\ccb5d152.jpg,Summer Dress,Dresses,59.99,A high-quality summer dress — dresses product with excellent build quality and modern design.,/abo-images-small (1)/images/small/cc/ccb5d152.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\02\0232ef29.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/02/0232ef29.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\37\37e30a46.jpg,Coffee Table,Tables,299.99,A high-quality coffee table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/37/37e30a46.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\f4\f4947bea.jpg,King Bed,Beds,499.99,A high-quality king bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/f4/f4947bea.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\93\93492348.jpg,Desk,Tables,299.99,A high-quality desk — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/93/93492348.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\77\77b1a628.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/77/77b1a628.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\61\618d008b.jpg,Non-Stick Pan,Cookware,89.99,A high-quality non-stick pan — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/61/618d008b.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\36\368611e5.jpg,Puffer Jacket,Jackets,119.99,A high-quality puffer jacket — jackets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/36/368611e5.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\4c\4c6df51b.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/4c/4c6df51b.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\22\2288700b.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/22/2288700b.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\84\84f8073a.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/84/84f8073a.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\20\20b134fc.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/20/20b134fc.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\7d\7dfc929f.jpg,Couch,Sofas,799.99,A high-quality couch — sofas product with excellent build quality and modern design.,/abo-images-small (1)/images/small/7d/7dfc929f.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\78\78fb8e78.jpg,Fitness Equipment,Sports,34.99,A high-quality fitness equipment — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/78/78fb8e78.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\d1\d195ee9c.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/d1/d195ee9c.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5c\5cfc7f35.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5c/5cfc7f35.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\0e\0e9f4897.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/0e/0e9f4897.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\a0\a008f25c.jpg,Summer Dress,Dresses,59.99,A high-quality summer dress — dresses product with excellent build quality and modern design.,/abo-images-small (1)/images/small/a0/a008f25c.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ba\bae11267.jpg,Casual Top,Shirts,39.99,A high-quality casual top — shirts product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ba/bae11267.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\2a\2a1e269b.jpg,Yoga Mat,Sports,34.99,A high-quality yoga mat — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/2a/2a1e269b.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\84\847c5d45.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/84/847c5d45.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\1a\1aa4e388.jpg,Ultrabook,Laptops,899.99,A high-quality ultrabook — laptops product with excellent build quality and modern design.,/abo-images-small (1)/images/small/1a/1aa4e388.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c0\c019ab30.jpg,Skillet,Cookware,89.99,A high-quality skillet — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c0/c019ab30.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\66\66c1951f.jpg,Cookware Set,Cookware,89.99,A high-quality cookware set — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/66/66c1951f.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\d9\d9f08a35.jpg,Coffee Table,Tables,299.99,A high-quality coffee table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/d9/d9f08a35.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\d6\d69762dd.jpg,Blender,Appliances,129.99,A high-quality blender — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/d6/d69762dd.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\7e\7ee15b36.jpg,Casual Top,Shirts,39.99,A high-quality casual top — shirts product with excellent build quality and modern design.,/abo-images-small (1)/images/small/7e/7ee15b36.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c8\c8aa7b49.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c8/c8aa7b49.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\43\43bdc986.jpg,Running Shoes,Shoes,89.99,A high-quality running shoes — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/43/43bdc986.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\f6\f6c41fba.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/f6/f6c41fba.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\17\17770c0d.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/17/17770c0d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\0f\0f6388b3.jpg,Yoga Mat,Sports,34.99,A high-quality yoga mat — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/0f/0f6388b3.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\e5\e5fedf72.jpg,Microwave,Appliances,129.99,A high-quality microwave — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/e5/e5fedf72.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\50\50ac3126.jpg,Bowl Set,Dinnerware,49.99,A high-quality bowl set — dinnerware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/50/50ac3126.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\1a\1af8e0f0.jpg,Sofa,Sofas,799.99,A high-quality sofa — sofas product with excellent build quality and modern design.,/abo-images-small (1)/images/small/1a/1af8e0f0.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\52\524b5983.jpg,iPad,Tablets,449.99,A high-quality ipad — tablets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/52/524b5983.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\61\6194bdbe.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/61/6194bdbe.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\9e\9e0058ce.jpg,Non-Stick Pan,Cookware,89.99,A high-quality non-stick pan — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/9e/9e0058ce.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\dc\dc5846ad.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/dc/dc5846ad.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\7f\7fee838a.jpg,Loveseat,Sofas,799.99,A high-quality loveseat — sofas product with excellent build quality and modern design.,/abo-images-small (1)/images/small/7f/7fee838a.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\38\38ddf3e6.jpg,Dining Table,Tables,299.99,A high-quality dining table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/38/38ddf3e6.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\7c\7cb3a0cd.jpg,Ultrabook,Laptops,899.99,A high-quality ultrabook — laptops product with excellent build quality and modern design.,/abo-images-small (1)/images/small/7c/7cb3a0cd.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\4a\4a7fd570.jpg,Earphones,Headphones,149.99,A high-quality earphones — headphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/4a/4a7fd570.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5d\5dcce9bf.jpg,Slim Jeans,Jeans,69.99,A high-quality slim jeans — jeans product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5d/5dcce9bf.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\f5\f5d9bdcf.jpg,Sectional Sofa,Sofas,799.99,A high-quality sectional sofa — sofas product with excellent build quality and modern design.,/abo-images-small (1)/images/small/f5/f5d9bdcf.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ef\ef7f335d.jpg,Boots,Shoes,89.99,A high-quality boots — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ef/ef7f335d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\e1\e1967b93.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/e1/e1967b93.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\18\18190bc5.jpg,iPad,Tablets,449.99,A high-quality ipad — tablets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/18/18190bc5.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\d3\d36b9527.jpg,Over-Ear Headphones,Headphones,149.99,A high-quality over-ear headphones — headphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/d3/d36b9527.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\dc\dc136511.jpg,Skillet,Cookware,89.99,A high-quality skillet — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/dc/dc136511.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\3b\3ba55f3c.jpg,Tablet,Tablets,449.99,A high-quality tablet — tablets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/3b/3ba55f3c.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ba\ba2a0746.jpg,Coffee Table,Tables,299.99,A high-quality coffee table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ba/ba2a0746.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\56\5665db0e.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/56/5665db0e.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\39\391baeaf.jpg,Android Tablet,Tablets,449.99,A high-quality android tablet — tablets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/39/391baeaf.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\a0\a0f4924b.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/a0/a0f4924b.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\84\84cb9927.jpg,Non-Stick Pan,Cookware,89.99,A high-quality non-stick pan — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/84/84cb9927.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5e\5ed38a38.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5e/5ed38a38.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\dd\ddd8758f.jpg,Windbreaker,Jackets,119.99,A high-quality windbreaker — jackets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/dd/ddd8758f.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c1\c1bfd497.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c1/c1bfd497.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\4d\4de18942.jpg,Casual Shoes,Shoes,89.99,A high-quality casual shoes — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/4d/4de18942.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ef\efd9eeab.jpg,Platform Bed,Beds,499.99,A high-quality platform bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ef/efd9eeab.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\71\713a9d34.jpg,Yoga Mat,Sports,34.99,A high-quality yoga mat — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/71/713a9d34.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\12\12c5ad6d.jpg,Running Shoes,Shoes,89.99,A high-quality running shoes — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/12/12c5ad6d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\51\510e35b0.jpg,Side Table,Tables,299.99,A high-quality side table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/51/510e35b0.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\6e\6e34f09a.jpg,Jeans,Jeans,69.99,A high-quality jeans — jeans product with excellent build quality and modern design.,/abo-images-small (1)/images/small/6e/6e34f09a.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\8c\8c104d13.jpg,Microwave,Appliances,129.99,A high-quality microwave — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/8c/8c104d13.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5e\5e12c725.jpg,Accent Chair,Chairs,199.99,A high-quality accent chair — chairs product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5e/5e12c725.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\16\1645203b.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/16/1645203b.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\4a\4afc5e4f.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/4a/4afc5e4f.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c5\c53241d2.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c5/c53241d2.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\fb\fb459e13.jpg,King Bed,Beds,499.99,A high-quality king bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/fb/fb459e13.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\6d\6df5dddc.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/6d/6df5dddc.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\e4\e4130ec1.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/e4/e4130ec1.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ae\ae6a13f1.jpg,Digital Tablet,Tablets,449.99,A high-quality digital tablet — tablets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ae/ae6a13f1.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\8a\8a37efe9.jpg,Windbreaker,Jackets,119.99,A high-quality windbreaker — jackets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/8a/8a37efe9.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\df\dfd08b8e.jpg,Dress,Dresses,59.99,A high-quality dress — dresses product with excellent build quality and modern design.,/abo-images-small (1)/images/small/df/dfd08b8e.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\9f\9fd37123.jpg,Running Shoes,Shoes,89.99,A high-quality running shoes — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/9f/9fd37123.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\30\303db92d.jpg,Casual Shoes,Shoes,89.99,A high-quality casual shoes — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/30/303db92d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5d\5d1f77da.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5d/5d1f77da.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\2f\2f1fdfb9.jpg,Kitchen Appliance,Appliances,129.99,A high-quality kitchen appliance — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/2f/2f1fdfb9.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\57\570381af.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/57/570381af.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c3\c3345c41.jpg,King Bed,Beds,499.99,A high-quality king bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c3/c3345c41.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\bb\bbb967ee.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/bb/bbb967ee.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5c\5c5ec130.jpg,Sneakers,Shoes,89.99,A high-quality sneakers — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5c/5c5ec130.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\cb\cb225120.jpg,Winter Coat,Jackets,119.99,A high-quality winter coat — jackets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/cb/cb225120.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\95\9546ae35.jpg,Fitness Equipment,Sports,34.99,A high-quality fitness equipment — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/95/9546ae35.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ca\cac5b738.jpg,Recliner,Chairs,199.99,A high-quality recliner — chairs product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ca/cac5b738.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\7e\7eff07ef.jpg,Coffee Table,Tables,299.99,A high-quality coffee table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/7e/7eff07ef.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\2e\2eb6e88d.jpg,Gaming Laptop,Laptops,899.99,A high-quality gaming laptop — laptops product with excellent build quality and modern design.,/abo-images-small (1)/images/small/2e/2eb6e88d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\b1\b1ecaa79.jpg,Cookware Set,Cookware,89.99,A high-quality cookware set — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/b1/b1ecaa79.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ac\ac83e142.jpg,Dress Shirt,Shirts,39.99,A high-quality dress shirt — shirts product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ac/ac83e142.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\1e\1ebe6152.jpg,Casual Shoes,Shoes,89.99,A high-quality casual shoes — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/1e/1ebe6152.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\0f\0fdbf337.jpg,Platform Bed,Beds,499.99,A high-quality platform bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/0f/0fdbf337.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\25\25078f26.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/25/25078f26.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\d9\d98c742b.jpg,Side Table,Tables,299.99,A high-quality side table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/d9/d98c742b.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\38\38016d15.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/38/38016d15.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ee\ee790621.jpg,Camping Tent,Outdoors,149.99,A high-quality camping tent — outdoors product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ee/ee790621.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\93\9323ef78.jpg,Non-Stick Pan,Cookware,89.99,A high-quality non-stick pan — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/93/9323ef78.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\cf\cf1a217e.jpg,Digital Tablet,Tablets,449.99,A high-quality digital tablet — tablets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/cf/cf1a217e.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\15\15617741.jpg,Desk,Tables,299.99,A high-quality desk — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/15/15617741.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\86\86972d5e.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/86/86972d5e.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\85\858979d1.jpg,Coffee Table,Tables,299.99,A high-quality coffee table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/85/858979d1.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ce\cef060dc.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ce/cef060dc.jpg
