image_path,product_name,category,price,description,image_url
D:\FYP Project\fypapp\abo-images-small (1)\images\small\4c\4cd99f8d.jpg,Windbreaker,Jackets,119.99,A high-quality windbreaker — jackets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/4c/4cd99f8d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\74\7465e425.jpg,Sneakers,Shoes,89.99,A high-quality sneakers — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/74/7465e425.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\21\21c61f37.jpg,Running Shoes,Shoes,89.99,A high-quality running shoes — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/21/21c61f37.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\1e\1ed67865.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/1e/1ed67865.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\83\83e82fdb.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/83/83e82fdb.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\20\2025951f.jpg,Headphones,Headphones,149.99,A high-quality headphones — headphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/20/2025951f.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\7c\7c1c5ac3.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/7c/7c1c5ac3.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\76\76ea2c44.jpg,Cooking Pot,Cookware,89.99,A high-quality cooking pot — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/76/76ea2c44.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\d2\d22eb1a2.jpg,Skillet,Cookware,89.99,A high-quality skillet — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/d2/d22eb1a2.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5c\5c0ebc3e.jpg,Dining Table,Tables,299.99,A high-quality dining table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5c/5c0ebc3e.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\0e\0e9d4438.jpg,Running Shoes,Shoes,89.99,A high-quality running shoes — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/0e/0e9d4438.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\9f\9f422abf.jpg,Casual Shoes,Shoes,89.99,A high-quality casual shoes — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/9f/9f422abf.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ba\ba43e424.jpg,Android Tablet,Tablets,449.99,A high-quality android tablet — tablets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ba/ba43e424.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\29\2989c18e.jpg,Sneakers,Shoes,89.99,A high-quality sneakers — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/29/2989c18e.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\83\834bb8cd.jpg,Queen Bed,Beds,499.99,A high-quality queen bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/83/834bb8cd.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\1a\1ae4abca.jpg,Sectional Sofa,Sofas,799.99,A high-quality sectional sofa — sofas product with excellent build quality and modern design.,/abo-images-small (1)/images/small/1a/1ae4abca.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c0\c0325ff8.jpg,Platform Bed,Beds,499.99,A high-quality platform bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c0/c0325ff8.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\66\6601c5b0.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/66/6601c5b0.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\da\da667ae8.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/da/da667ae8.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\d6\d6b5563d.jpg,Digital Tablet,Tablets,449.99,A high-quality digital tablet — tablets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/d6/d6b5563d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\7c\7cd81f39.jpg,Exercise Gear,Sports,34.99,A high-quality exercise gear — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/7c/7cd81f39.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c8\c828133b.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c8/c828133b.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\43\4351c8af.jpg,Non-Stick Pan,Cookware,89.99,A high-quality non-stick pan — cookware product with excellent build quality and modern design.,/abo-images-small (1)/images/small/43/4351c8af.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\f6\f61a344d.jpg,Puffer Jacket,Jackets,119.99,A high-quality puffer jacket — jackets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/f6/f61a344d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\17\17681bd0.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/17/17681bd0.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\0f\0f88aaad.jpg,T-Shirt,Shirts,39.99,A high-quality t-shirt — shirts product with excellent build quality and modern design.,/abo-images-small (1)/images/small/0f/0f88aaad.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\e6\e613b9eb.jpg,Coffee Table,Tables,299.99,A high-quality coffee table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/e6/e613b9eb.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\51\511bb3ec.jpg,Blender,Appliances,129.99,A high-quality blender — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/51/511bb3ec.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\64\64930df0.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/64/64930df0.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\1b\1b51f9a0.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/1b/1b51f9a0.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\52\52a3f07d.jpg,iPad,Tablets,449.99,A high-quality ipad — tablets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/52/52a3f07d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\21\215f2981.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/21/215f2981.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\83\83e8d68f.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/83/83e8d68f.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\60\60ff3ed0.jpg,Sneakers,Shoes,89.99,A high-quality sneakers — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/60/60ff3ed0.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\9d\9d831870.jpg,Resistance Bands,Sports,34.99,A high-quality resistance bands — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/9d/9d831870.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\dc\dcd52abb.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/dc/dcd52abb.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\7e\7e0adae5.jpg,Boots,Shoes,89.99,A high-quality boots — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/7e/7e0adae5.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\38\38a71108.jpg,Kitchen Appliance,Appliances,129.99,A high-quality kitchen appliance — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/38/38a71108.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\7f\7fbc9061.jpg,Running Shoes,Shoes,89.99,A high-quality running shoes — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/7f/7fbc9061.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\7a\7ae24c9d.jpg,King Bed,Beds,499.99,A high-quality king bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/7a/7ae24c9d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\4a\4adfbe65.jpg,Desk,Tables,299.99,A high-quality desk — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/4a/4adfbe65.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\e9\e91d5ae2.jpg,Sneakers,Shoes,89.99,A high-quality sneakers — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/e9/e91d5ae2.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5c\5cdddd04.jpg,Resistance Bands,Sports,34.99,A high-quality resistance bands — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5c/5cdddd04.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\f5\f56c1f45.jpg,Accent Chair,Chairs,199.99,A high-quality accent chair — chairs product with excellent build quality and modern design.,/abo-images-small (1)/images/small/f5/f56c1f45.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ef\ef913b41.jpg,Coffee Maker,Appliances,129.99,A high-quality coffee maker — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ef/ef913b41.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\e1\e1d9d216.jpg,Headphones,Headphones,149.99,A high-quality headphones — headphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/e1/e1d9d216.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\18\185b0162.jpg,Winter Coat,Jackets,119.99,A high-quality winter coat — jackets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/18/185b0162.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\d4\d42a583e.jpg,Side Table,Tables,299.99,A high-quality side table — tables product with excellent build quality and modern design.,/abo-images-small (1)/images/small/d4/d42a583e.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\dc\dcb32630.jpg,Android Tablet,Tablets,449.99,A high-quality android tablet — tablets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/dc/dcb32630.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\3b\3b3edf2a.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/3b/3b3edf2a.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\b9\b9aaa61d.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/b9/b9aaa61d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\56\56377851.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/56/56377851.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\38\38c7eb7d.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/38/38c7eb7d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\a0\a07e750c.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/a0/a07e750c.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\83\83d76bb5.jpg,Running Shoes,Shoes,89.99,A high-quality running shoes — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/83/83d76bb5.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5e\5e214a14.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5e/5e214a14.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\df\df4738d9.jpg,Action Camera,Cameras,549.99,A high-quality action camera — cameras product with excellent build quality and modern design.,/abo-images-small (1)/images/small/df/df4738d9.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\f0\f0783f8c.jpg,Kitchen Appliance,Appliances,129.99,A high-quality kitchen appliance — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/f0/f0783f8c.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c1\c1df565d.jpg,Queen Bed,Beds,499.99,A high-quality queen bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c1/c1df565d.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\4e\4e45bcfe.jpg,King Bed,Beds,499.99,A high-quality king bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/4e/4e45bcfe.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ef\efc4bb3c.jpg,Exercise Gear,Sports,34.99,A high-quality exercise gear — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ef/efc4bb3c.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\6f\6f74b0fb.jpg,Office Chair,Chairs,199.99,A high-quality office chair — chairs product with excellent build quality and modern design.,/abo-images-small (1)/images/small/6f/6f74b0fb.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\12\12f92f74.jpg,Running Shoes,Shoes,89.99,A high-quality running shoes — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/12/12f92f74.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\51\516a12d7.jpg,Straight Jeans,Jeans,69.99,A high-quality straight jeans — jeans product with excellent build quality and modern design.,/abo-images-small (1)/images/small/51/516a12d7.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\0b\0b7f5900.jpg,Platform Bed,Beds,499.99,A high-quality platform bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/0b/0b7f5900.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\6d\6d00dc87.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/6d/6d00dc87.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\8b\8bc9acb6.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/8b/8bc9acb6.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5d\5d0f6676.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5d/5d0f6676.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\16\16472ef2.jpg,iPhone,Smartphones,699.99,A high-quality iphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/16/16472ef2.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\4b\4b5e8c39.jpg,Yoga Mat,Sports,34.99,A high-quality yoga mat — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/4b/4b5e8c39.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c5\c5283949.jpg,Queen Bed,Beds,499.99,A high-quality queen bed — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c5/c5283949.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\fa\fa1e9e7c.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/fa/fa1e9e7c.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\6c\6cd58e78.jpg,Boots,Shoes,89.99,A high-quality boots — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/6c/6cd58e78.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\4b\4bcac3b7.jpg,Smartphone,Smartphones,699.99,A high-quality smartphone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/4b/4bcac3b7.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\e4\e41dfc5b.jpg,Couch,Sofas,799.99,A high-quality couch — sofas product with excellent build quality and modern design.,/abo-images-small (1)/images/small/e4/e41dfc5b.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ae\ae473d7f.jpg,Sectional Sofa,Sofas,799.99,A high-quality sectional sofa — sofas product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ae/ae473d7f.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\89\898e77a8.jpg,Android Tablet,Tablets,449.99,A high-quality android tablet — tablets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/89/898e77a8.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\e0\e081555a.jpg,Sneakers,Shoes,89.99,A high-quality sneakers — shoes product with excellent build quality and modern design.,/abo-images-small (1)/images/small/e0/e081555a.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\9f\9f1dfaf8.jpg,Mobile Phone,Smartphones,699.99,A high-quality mobile phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/9f/9f1dfaf8.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\30\304b8361.jpg,Android Phone,Smartphones,699.99,A high-quality android phone — smartphones product with excellent build quality and modern design.,/abo-images-small (1)/images/small/30/304b8361.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\5c\5c277ecc.jpg,Denim Pants,Jeans,69.99,A high-quality denim pants — jeans product with excellent build quality and modern design.,/abo-images-small (1)/images/small/5c/5c277ecc.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\ff\ffc1b19f.jpg,Bed Frame,Beds,499.99,A high-quality bed frame — beds product with excellent build quality and modern design.,/abo-images-small (1)/images/small/ff/ffc1b19f.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\56\569e130f.jpg,iPad,Tablets,449.99,A high-quality ipad — tablets product with excellent build quality and modern design.,/abo-images-small (1)/images/small/56/569e130f.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\c3\c34bee53.jpg,Blender,Appliances,129.99,A high-quality blender — appliances product with excellent build quality and modern design.,/abo-images-small (1)/images/small/c3/c34bee53.jpg
D:\FYP Project\fypapp\abo-images-small (1)\images\small\bb\bb4ec5cd.jpg,Exercise Gear,Sports,34.99,A high-quality exercise gear — sports product with excellent build quality and modern design.,/abo-images-small (1)/images/small/bb/bb4ec5cd.jpg
